itemID	titleID	item_year	title	subject	taxa_identified	language	pages	BHL_upload
76617	22587	1912	North Atlantic coast fisheries. Proceedings in the North Atlantic coast fisheries arbitration before the Permanent Court of Arbitration at the Hague.  Under the provisions of the general treaty of arbitration of April 4, 1908, and the special agreement of January 27, 1909, between the United States of America and Great Britain. (In twelve volumes) ...		15	ENG	430	2009
163126	86287	1885	Pressed seaweed specimens	Marine algae	0	ENG	64	2014
242347	143176	1930	Waldo L. Schmitt Papers : color notes, Tortugas, July-August 1930.	Marine biology	0	ENG	142	2017
99368	45888	1957	Commercial fisheries review.		36	ENG	64	2010
86281	38855	1889	Glacial boulders of our fisheries and invertebrates, attached and detached		12	ENG	15	2009
99278	45888	1954	Commercial fisheries review.		31	ENG	80	2010
18624	2167	1892	Ergebnisse der in dem Atlantischen Ocean von Mitte Juli bis Anfang November 1889 ausgeführten Plankton-Expedition der Humboldt-Stiftung. Auf Frund von gemeinschaftlichen Untersuchungen einer Reihe von Fach-Forschern.		20	GER	42	2008
76108	31947	1883	The sea fisheries of Great Britain and Ireland: an account of the practical working of the various fisheries around the British Islands		1	ENG	236	2009
241120	142352	1932	Waldo L. Schmitt Papers : color notes, Tortugas, June-July 1932.	Marine biology	0	ENG	22	2017
54494	16127	1882	List of marine invertebrates from the New England coast, distributed by the United States National Museum.		123	ENG	22	2009
30183	11627	1904	Marine investigations in South Africa	Marine biology	676	ENG	374	2008
41851	169526	1911	Report of the Danish Biological Station to the Board of Agriculture.	Marine biology	18	ENG	32	2009
136769	68639	1908	Wanted! a fisheries board for the Maritime provinces		0	ENG	19	2013
55100	16298	1893	History of the fisheries of New South Wales; with a sketch of the laws by which they have been regulated		35	ENG	206	2009
202438	116595	1876	The sea and its living wonders : a popular account of the marvels of the deep and of the progress of maritime discovery from the earliest ages to the present time	Marine plants	606	ENG	616	2016
15864	6206	1927	The Biological bulletin	Marine biology	383	ENG	588	2008
84629	37868	1914	Rapports et procès-verbaux des réunions	Marine biology	35	FRE	248	2009
99396	45888	1954	Commercial fisheries review.		45	ENG	84	2010
125282	51892	1904	Denizens of the deep 	Marine biology	83	ENG	497	2012
257764	153442	1882	Unidentified photographs of the North Pacific and Bering Sea area		0	ENG	151	2018
268602	160134	1806	Account of a voyage of discovery to the north-east of Siberia, the frozen ocean, and the north-east sea		19	ENG	174	2019
176580	98115	1904	#6 California coast, dr 4409 to dr 4449, hy, Apl 9th to May 11th 1904	Marine biology	1		100	2014
295674	180526	1954	Vema cruise 4, July 1954-September 1954	Marine biologists	96	ENG	92	2021
46689	12914	1905	Forschungsberichte aus der Biologischen Station zu Plön.	Marine biology	739	GER	458	2009
16171	1324	1911	... North Pacific ophiurans in the collection of the United States National museum	Marine animals	409	ENG	324	2008
177000	98312	1921	Annual report of the Fishery Board for Scotland.		24	ENG	264	2015
295618	180471	1960	Vema cruises 7-17 : summary	Marine biologists	12	ENG	93	2021
248827	147972	1824	The conchologist's companion; comprising the instincts and construction of testaceous animals; with a general sketch of those extraordinary productions which connect the vegetable and animal kingdoms	Marine animals	110	ENG	278	2018
303116	186903	1910	A descriptive catalogue of the marine reptiles of the Oxford clay. Based on the Leeds collection in the British museum (Natural history), London.		121	ENG	280	2022
57515	18086	1861	Seaside Divinity	Marine biology	181	ENG	420	2009
100609	46533	1943	Fishery statistics of the United States		360	ENG	248	2010
28983	6515	1904	The principal navigations, voyages, traffiques & discoveries of the English nation made by sea or over-land to the remote and farthest distant quarters of the earth at any time within the compasse of these 1600 yeeres		100	ENG	516	2008
178304	98312	1891	Annual report of the Fishery Board for Scotland.		388	ENG	612	2015
176699	98211	1893	July 28th to Aug 2nd 1893, hyd 3307 to 3343, dr 3503 to 3515	Marine invertebrates	1		104	2015
218130	125459	1878	Hydrographic sheet no. 1403, 1878-1879	Marine invertebrates	0	ENG	1	2017
278413	167538	1871	Hidden treasures : or, fisheries around the Northwest Coast		12	ENG	126	2020
132257	65513	1885	Die Wirbellosen des Weissen Meeres. Erster Band : zoologische Forschungen an der Küste des Solowetzkischen Meerbusens in den Sommermonaten der Jahre 1877, 1878, 1879 und 1882	Marine invertebrates	660	GER	270	2013
18752	2167	1892	Ergebnisse der in dem Atlantischen Ocean von Mitte Juli bis Anfang November 1889 ausgeführten Plankton-Expedition der Humboldt-Stiftung. Auf Frund von gemeinschaftlichen Untersuchungen einer Reihe von Fach-Forschern.		26	GER	134	2008
262145	53779	1826	Atlas zu der Reise im nördlichen Afrika	Marine animals	352	GER	226	2019
139306	11139	1853	Reports of explorations and surveys, to ascertain the most practicable and economical route for a railroad from the Mississippi River to the Pacific Ocean		1984	ENG	644	2013
55345	16345	1946	The Collecting net.	Marine biology	91	ENG	96	2009
68976	26700	1878	Award of the fishery commission. Documents and proceedings of the Halifax Commission, 1877, under the treaty of Washington of May 8, 1871 ... 		43	ENG	1252	2009
120163	58676	1863	Die frei lebenden Copepoden mit besonderer Berücksichtigung der Fauna Deutschlands, der Nordsee und des Mittelmeeres	Marine animals	435	GER	334	2012
53719	15881	1871	Report on the condition of the sea fisheries of the south coast of New England ...		2465	ENG	1076	2009
66744	21602	1913	An illustrated flora of the northern United States, Canada and the British possessions, from Newfoundland to the parallel of the southern boundary of Virginia, and from the Atlantic Ocean westward to the 102d meridian		3336	ENG	652	2009
217077	124564	1922	Whitney South Sea Expedition of the American Museum of Natural History.		60	ENG	590	2017
117207	56427	1854	The aquarium: an unveiling of the wonders of the deep sea.	Marine biology	264	ENG	318	2012
75860	31753	1908	Big game at sea		39	ENG	438	2009
84348	37727	1867	British sea-weeds : an introduction to the study of the marine algae of Great Britain, Ireland and the Channel Islands		525	ENG	408	2009
175080	16297	1905	Tubicolous annelids of the tribes sabellides and serpulides from the Pacific Ocean		497	ENG	254	2014
63213	22587	1912	North Atlantic coast fisheries. Proceedings in the North Atlantic coast fisheries arbitration before the Permanent Court of Arbitration at the Hague.  Under the provisions of the general treaty of arbitration of April 4, 1908, and the special agreement of January 27, 1909, between the United States of America and Great Britain. (In twelve volumes) ...		55	ENG	830	2009
67734	25881	1882	The Saturday lectures, delivered in the lecture-room of the U. S. National Museum	Marine biology	55	ENG	204	2009
73884	30260	1873	Jottings during the cruise of H. M. S. Curacoa among the South Sea islands in 1865		330	ENG	590	2009
227035	131768	1957	Smithsonian-Bredin Society Islands Expedition, 1957 : manuscript on expedition by Waldo LaSalle Schmitt (unpublished)	Marine biology	16	ENG	82	2017
15882	1133	1905	Leitfaden in das Studium der experimentellen Biologie der Wassertiere	Marine biology	27	GER	158	2008
44056	11669	1884	Report on the zoological collections made in the Indo-Pacific Ocean during the voyage of H.M.S. 'Alert' 1881-2.		2589	ENG	848	2009
231137	134970	1865	The common seaweeds of the British coast and Channel Islands; with some insight into the microscopic beauties of their structure and fructification ...	Marine algae	219	ENG	174	2017
81703	36100	1902	Salmon fisheries of Alaska. Committee on the territories, Thursday, May 1, 1902 [Hearing] 		0	ENG	44	2009
176696	98208	1891	Hyd 2647, drd 3452-3476	Marine invertebrates	1		104	2015
176883	98335	1890	No. 15, Mch 24th 1890, Aprl 5th 1890, dr 3169 to 3194, hyd 2176 to 2250	Marine biology	0		205	2015
40712	10077	1922	Report of the United States Commissioner of Fisheries for the fiscal year ... with appendixes		283	ENG	906	2009
15875	6206	1919	The Biological bulletin	Marine biology	307	ENG	466	2008
116720	55987	1880	Isles of summer; or, Nassau and the Bahamas	Marine plants	59	ENG	436	2012
54418	15915	1875	Annual report of the Commissioners of Inland Fisheries made to the General Assembly		3	ENG	24	2009
30007	15915	1903	Annual report of the Commissioners of Inland Fisheries made to the General Assembly		8	ENG	144	2008
51546	14937	1908	Zur kentniss der thalassicolliden / vorgelegt von Kurt Ludwig.	Marine animals	59	GER	96	2009
124885	61427	1868	Message of the President of the United States, communicating, in compliance with a resolution of the Senate of the 14th instant, information in relation to any application by any party for exclusive privileges in connection with hunting, trading, and the fisheries in Alaska. 		0	ENG	12	2012
46622	12896	1901	... Catalogue of the marine Invertebrata of eastern Canada	Marine animals	2187	ENG	288	2009
216695	146940	1946	A guide to the literature and distributions of the marine algae of the Pacific coast of North America		1416	ENG	148	2017
41645	10631	1894	Crustacea caspia : contributions to the knowledge of the carcinological fauna of the Caspian Sea / by G.O. Sars. 		27	ENG	82	2009
216328	124168	1856	Hydrographic sheet no. 542, 1856	Marine invertebrates	0	ENG	2	2017
57513	18084	1865	Seaside studies in natural history	Marine animals	159	ENG	176	2009
176668	98189	1886	2654 to 2696, 1000 to 1059	Marine biology	0		216	2014
223772	129216	1957	Smithsonian-Bredin Society Islands Expedition, 1957 : station data	Marine biology	24	ENG	10	2017
27258	4963	1899	Biological lectures delivered at the Marine Biological Laboratory of Wood's Holl [sic].		208	ENG	296	2008
100870	11139	1856	Reports of explorations and surveys, to ascertain the most practicable and economical route for a railroad from the Mississippi River to the Pacific Ocean		594	ENG	656	2010
177162	98477	1915	H 5873	Marine biology	1		100	2015
241457	142608	1932	Waldo L. Schmitt Papers : annual report of the Tortugas Laboratory, 1932.	Marine biology	86	ENG	11	2017
128746	63237	1870	Review of President Grant's recent message to the United States' Congress, relative to the Canadian fisheries and the navigation of the St. Lawrence River. 		5	ENG	68	2013
108907	51153	1906	Report of the Department of Fisheries of the Commonwealth of Pennsylvania. 		18	ENG	136	2011
26377	940	1913	An illustrated flora of the northern United States, Canada and the British possessions : from Newfoundland to the parallel of the southern boundary of Virginia, and from the Atlantic Ocean westward to the 102d meridian		3870	ENG	736	2008
129959	63953	1915	Contributions à la biologie du Canada basées sur les travaux des stations biologiques du Canada, 1911-1914	Marine biology	190	FRE	112	2013
34255	989	1887	The fisheries and fishery industries of the United States.		26	ENG	228	2008
16896	6206	1931	The Biological bulletin	Marine biology	174	ENG	450	2008
161445	84901	1883	The commercial products of the sea		260	ENG	502	2014
121474	59530	1846	Report on the ichthyology of the seas of China and Japan	Marine fishes	963	ENG	144	2012
222590	128456	1888	Hydrographic Sheet No. 1897, 1888	Marine invertebrates	0	ENG	1	2017
216420	124210	1873	Hydrographic sheet no. 1208, 1873	Marine invertebrates	0	ENG	1	2017
176553	98093	1885	2387 to 2408, hyd 590 to hyd 676	Marine biology	1		206	2014
43146	11313	1898	An account of the deep-sea Madreporaria collected by the Royal Indian Marine Survey ship Investigator	Investigator (Marine survey ship)	177	ENG	61	2009
184220	103720	1819	Fuci, sive, Plantarum Fucorum generi a botanicis ascriptarum icones descriptiones et historia = Fuci, or, Colored figures and descriptions of the plants referred by botanists to the genus Fucus	Marine algae	318	ENG	300	2015
45816	12458	1878	The Mollusca of the Firth of Clyde, being a catalogue of recent marine species found in that estuary		965	ENG	152	2009
16879	6206	1902	The Biological bulletin	Marine biology	265	ENG	342	2008
15844	6206	1908	The Biological bulletin	Marine biology	244	ENG	382	2008
241022	142283	1912	John Brooks Henderson, Jr., log of the Eolis, April 1912-June 1916.	Marine biology	4	ENG	120	2017
116078	55404	1898	Guide to localities illustrating the geology, marine zoology, and botany of the vicinity of Boston. 		350	ENG	138	2012
99709	45888	1950	Commercial fisheries review.		27	ENG	102	2010
67699	25853	1870	The bottom of the sea		69	ENG	434	2009
126238	62044	1907	Presidential address the biological investigation of Canadian waters, with special reference to the government biological stations	Marine biology	6	ENG	27	2012
64635	23582	1899	The Danish Ingolf-Expedition.  	Marine biology	245	ENG	190	2009
18694	2167	1892	Ergebnisse der in dem Atlantischen Ocean von Mitte Juli bis Anfang November 1889 ausgeführten Plankton-Expedition der Humboldt-Stiftung. Auf Frund von gemeinschaftlichen Untersuchungen einer Reihe von Fach-Forschern.		103	GER	100	2008
40374	10077	1928	Report of the United States Commissioner of Fisheries for the fiscal year ... with appendixes		247	ENG	794	2008
68398	26290	1881	The invertebrate fauna of the Firth of Forth.	Marine biology	708	ENG	118	2009
28145	4963	1890	Biological lectures delivered at the Marine Biological Laboratory of Wood's Holl [sic].		113	ENG	270	2008
45916	6513	1882	Report on the scientific results of the voyage of H.M.S. Challenger during the years 1873-76 under the command of Captain George S. Nares ... and the late Captain Frank Tourle Thomson, R.N.	Marine animals	805	ENG	496	2009
18770	2169	1903	Résultats des campagnes scientifiques accomplies sur son yacht par Albert Ier, prince souverain de Monaco ...	Marine animals	515	FRE	274	2008
221167	127608	1885	Hydrographic sheet, no. 1658, 1885	Marine invertebrates	0	ENG	2	2017
105928	50213	1910	A report upon the scallop fishery of Massachusetts, including the habits, life history of Pecten irradians, its rate of growth, and other facts of economic value. 		36	ENG	248	2011
80971	15917	1921	Transactions of the American Fisheries Society		124	ENG	648	2009
28207	6262	1846	Voyages of discovery and research within the Arctic regions, from the year l8l8 to the present time: under the command of the several naval officers employed by sea and land in search of a North-west passage from the Atlantic to the Pacific; with two attempts to reach the North pole.  Abridged and arranged from the official narratives, with occasional remarks.		44	ENG	560	2008
196429	112432	1947	The Seaweeds of South Australia	Marine Algae -- South Australia	958	ENG	364	2016
82393	33985	1872	Transactions - American Fisheries Society.  		36	ENG	116	2009
85409	38163	1959	Considerations on the disposal of radioactive wastes from nuclear-powered ships into the marine environment; a report. 	Marine nuclear reactor plants	2	ENG	76	2009
108905	51153	1915	Report of the Department of Fisheries of the Commonwealth of Pennsylvania. 		13	ENG	102	2011
29928	2171	1904	Wissenschaftliche Ergebnisse der Deutschen Tiefsee-Expedition auf dem Dampfer "Valdivia" 1898-1899	Marine animals	722	GER	336	2008
151454	79360	1859	The natural history of the European seas. By the late Prof. Edw. Forbes...	Marine animals	898	ENG	332	2014
81813	36184	1910	Notes on the flesh parasites of marine food fishes.   		28	ENG	28	2009
100005	45888	1953	Commercial fisheries review.		22	ENG	92	2010
54665	15711	1914	Marine biological report for the year ended ... and the half year ending ...	Marine biology	471	ENG	194	2009
177188	98500	1916	H 6583-u to h 6592-q	Marine biology	5		129	2015
230719	134655	1895	Lectures on fishes, fishing, &c., delivered at the Fisheries Exhibition, held at Truro, Cornwall.		88	ENG	272	2017
42896	11194	1885	List of marine Mollusca comprising the Quaternary fossils and recent forms from American localities between Cape Hatteras and Cape Roque, including the Bermudas		4799	ENG	352	2009
53056	6513	1887	Report on the scientific results of the voyage of H.M.S. Challenger during the years 1873-76 under the command of Captain George S. Nares ... and the late Captain Frank Tourle Thomson, R.N.	Marine animals	899	ENG	776	2009
100418	46456	1887	Earth, sea and sky, or, Marvels of the universe being a full and graphic description of all that is wonderful in every continent of the globe, in the world of waters and the starry heavens : containing thrilling adventures on land and sea ... : embracing the striking physical features of the earth ... including a vivid description of the Atlantic, Pacific and Indian oceans ... : together with the amazing phenomena of the solar and starry systems : the whole comprising a vast treasury of all that is marvelous and wonderful in the earth, sea, air, and skies		109	ENG	902	2010
16160	1314	1913	The marine Algæ of the Danish West Indies.  		820	ENG	516	2008
221364	127702	1888	Hydrographic Sheet, deep sea currents, 1888	Marine invertebrates	0	ENG	1	2017
80973	35668	1878	History of the American whale fishery from its earliest inception to the year l876.  		152	ENG	790	2009
113813	53569	1897	Report of the Joint commission relative to the preservation of the fisheries in waters contiguous to Canada and the United States (submitted Dec. 31, 1896)		30	ENG	177	2011
57826	18321	1918	Fisheries of the North Sea		33	ENG	234	2009
54423	15915	1873	Annual report of the Commissioners of Inland Fisheries made to the General Assembly		0	ENG	14	2009
176503	98063	1893	Apl 26th 1893 to July 12th 1893, hyd 3240 to 3281, dr 3477 to 3481	Marine invertebrates	0		102	2014
130436	64269	1883	Risultati algologici delle crociere del Violante : comandato dal capitano-armatore Enrico D'Albertis	Marine algae	244	ITA	42	2013
130175	64069	1921	The small bottom and shore fauna of the middle and lower Illinois River and its connecting lakes, Chillicothe to Grafton : its valuation: its sources of food supply; and its relation to the fishery		91	ENG	186	2013
123835	50708	1953	Atoll research bulletin.	Marine biology	531	ENG	512	2012
58744	18084	1865	Seaside studies in natural history	Marine animals	167	ENG	176	2009
51424	14869	1867	The game birds and wild fowl of Sweden and Norway; with an account of the seals and salt-water fishes of those countries ...	Marine animals	292	ENG	734	2009
18654	2167	1892	Ergebnisse der in dem Atlantischen Ocean von Mitte Juli bis Anfang November 1889 ausgeführten Plankton-Expedition der Humboldt-Stiftung. Auf Frund von gemeinschaftlichen Untersuchungen einer Reihe von Fach-Forschern.		261	GER	148	2008
137892	69311	1857	Ocean gardens : the history of the marine aquarium, and the best methods now adopted for its establishment and preservation		184	ENG	160	2013
216776	124509	1870	Hydrographic sheet no. 1079, 1870	Marine invertebrates	0	ENG	1	2017
29133	6582	1930	Aquatic mammals; their adaptations to life in the water	Marine animals	240	ENG	364	2008
255994	152332	1869	The book of the aquarium; or, Practical instructions on the formation, stocking, and management in all seasons, of collections of marine and river animals and plants.		330	ENG	288	2018
86005	38679	1958	Density of sea water at tide stations, Pacific coast, North and South America, and Pacific Ocean islands. 		8	ENG	88	2009
102795	47780	1938	Report of the International Ice Patrol service in the North Atlantic Ocean		58	ENG	706	2010
109315	51445	1855	Descriptions of some new marine invertebrata		54	ENG	22	2011
28977	6512	1916	Fisheries : Zoological results of the fishing experiments carried out by F.I.S. "Endeavour" 1909-10 under H.C. Dannevig		691	ENG	670	2008
57066	11139	1853	Reports of explorations and surveys, to ascertain the most practicable and economical route for a railroad from the Mississippi River to the Pacific Ocean		3559	ENG	602	2009
27920	6204	1895	Contributions to biology from the Hopkins Seaside Laboratory of the Leland Stanford Jr. University	Marine biology	1073	ENG	696	2008
54064	15842	1912	Annual report of the Laguna Marine Laboratory	Marine biology	612	ENG	208	2009
199839	114908	1865	Le monde de la mer	Marine animals	332	FRE	696	2016
57063	11139	1853	Reports of explorations and surveys, to ascertain the most practicable and economical route for a railroad from the Mississippi River to the Pacific Ocean		1202	ENG	908	2009
22558	3940	1941	Fishery bulletin. United States Fish and Wildlife Service.		208	ENG	426	2008
53225	15755	1879	Catalogue of the collection to illustrate the animal resources and the fisheries of the United States, exhibited at Philadelphia in 1876 by the Smithsonian Institution and the United States Fish Commission, and forming a part of the United States National Museum.		1029	ENG	380	2009
122584	60184	1889	Om Beringhafvets algflora	Marine algae	288	SWE	78	2012
240995	142261	1924	Waldo L. Schmitt Papers : field notes, Tortugas (notes transferred to diary), 1924.	Marine biology	0	ENG	32	2017
63224	10543	1879	Manual of conchology, structural and systematic : with illustrations of the species	Marine invertebrates	2604	ENG	490	2009
51198	14749	1880	Notice of recent additions to the marine invertebrata of the northeastern coast of America, with descriptions of new genera and species and critical remarks on others. with notes on Annelida, Echinodermata, etc.		257	ENG	58	2009
114370	53843	1887	Marine algae of New Brunswick 	Marine algae	16	ENG	17	2012
256791	152823	1856	Glaucus; or, The wonders of the shore.	Marine animals	150	ENG	206	2018
29827	1597	1866	Reise der österreichischen Fregatte Novara um die Erde in den Jahren 1857, 1858, 1859 unter den Befehlen des Commodore B. von Wüllerstorf-Urbair.	Marine meteorology	436	GER	328	2008
30263	6944	1905	Wild wings : adventures of a camera-hunter among the larger wild birds of North America on sea and land		7	ENG	384	2008
113424	53428	1887	The fisheries of the oriental region		504	ENG	106	2011
221237	127642	1885	Hydrographic sheet, no. 1624, 1885	Marine invertebrates	0	ENG	2	2017
16264	1391	1880	Report on the marine Isopoda of New England and adjacent waters.		303	ENG	278	2008
42117	10850	1897	An illustrated flora of the northern United States, Canada and the British possesions from Newfoundland to the parallel of the southern boundary of Virginia and from the Atlantic Ocean westward to the 102d meridian.  Vol. 3, Apocynaceae to Compositae, dogbane to thistle  		2502	ENG	656	2009
221208	127631	1883	Hydrographic sheet, no. 1556, 1883	Marine invertebrates	0	ENG	2	2017
15626	998	1910	A report upon the scallop fishery of Massachusetts : including the habits, life history of Pecten irradians, its rate of growth, and other facts of economic value. 		26	ENG	238	2008
42720	9064	1889	Journal of the Marine Biological Association of the United Kingdom.	Faune marine	1222	ENG	566	2009
101800	47134	1858	Annual report of Pierre Fortin, esquire, magistrate in command of the expedition for the protection of the fisheries in the Gulf of the St. Lawrence, during the season of 1857  		39	ENG	209	2010
177088	98445	1880	US Fish Commission dredging records 1880	Marine biology	0		91	2015
99304	45888	1957	Commercial fisheries review.		287	ENG	628	2010
34338	8245	1907	L.M.B.C. memoirs on typical British marine plants and animals	Marine biology	53	ENG	78	2008
231784	135466	1893	Seaside studies in natural history.	Marine animals	169	ENG	180	2017
260241	155133	1868	The fresh & salt-water aquarium.	Marine aquariums	144	ENG	222	2018
46603	12878	1905	Sea-shore life; The invertebrates of the New York coast	Marine animals	261	ENG	192	2009
176572	98108	1888	No. 4, August 13th 1888, August 27th 1888, dr 2856 to 2858, hyd 1383 to 1480	Marine biology	1		209	2014
176694	98206	1900	Japan coast, 4th May - 16th May 1900, dr 3695 - dr 3735	Marine biology	0		105	2015
101910	47257	1957	Statistical distribution patterns of ocean waves and of wave-induced ship stresses and motions, with engineering applications		6	ENG	72	2010
35156	8490	1874	Deep-sea fishing and fishing boats : An account of the practical working of the various fisheries around the British Islands. With illustrations and descriptions of the boats, nets, and other gear in use / by Edmund W. H. Holdsworth.		17	ENG	486	2008
176566	98103	1885	2573 to 2525, hyd 778 to hyd 824	Marine biology	0		209	2014
111913	52280	1863	A list of animals dredged near Caribou Island, southern Labrador during July and August, 1860 	Marine animals	272	ENG	35	2011
51439	13261	1881	Les fonds de la mer. Étude sur les particularités nouvelles des régions sous-marines. 	Marine biology	442	FRE	336	2009
177151	98469	1914	Oregon coast #4, May 7 - May 8, 1914, hydro 5514-5562	Marine biology	0		102	2015
216810	124526	1870	Hydrographic sheet no. 1054, 1870	Marine invertebrates	0	ENG	1	2017
90716	40964	1885	Summer camp with notes on the marine invertebrates of L'Etang Harbor and the neighbouring waters	Marine invertebrates	15	ENG	9	2010
57597	18150	1920	Secrets of earth and sea		136	ENG	282	2009
41367	98313	1897	Expéditions scientifiques du Travailleur et du Talisman pendant les années 1880, 1881, 1882, 1883	Marine animals	971	FRE	588	2009
77923	33355	1909	Alcyonarian and Madreporarian corals of the Irish coasts.	Marine animals	93	ENG	38	2009
18425	6513	1880	Report on the scientific results of the voyage of H.M.S. Challenger during the years 1873-76 under the command of Captain George S. Nares ... and the late Captain Frank Tourle Thomson, R.N.	Marine animals	1093	ENG	556	2008
46695	12926	1868	Dr. James C. Cox's exchange list of land and marine shells from Australia and the adjacent islands.		874	ENG	92	2009
234963	138375	1848	The marine botanist; an introduction to the study of algology, containing descriptions of the commonest British sea-weeds, and the best method of preserving them, with figures of the most remarkable species.	Marine algae	244	ENG	196	2017
18652	2167	1892	Ergebnisse der in dem Atlantischen Ocean von Mitte Juli bis Anfang November 1889 ausgeführten Plankton-Expedition der Humboldt-Stiftung. Auf Frund von gemeinschaftlichen Untersuchungen einer Reihe von Fach-Forschern.		38	GER	28	2008
73692	23582	1899	The Danish Ingolf-Expedition.  	Marine biology	336	ENG	158	2009
85978	38656	1886	The fishery question its imperial importance		3	ENG	28	2009
37311	9064	1900	Journal of the Marine Biological Association of the United Kingdom.	Faune marine	1610	ENG	750	2008
119444	58249	1914	Tier-und Pflanzenleben der Nordsee	Marine biology	259	GER	142	2012
17413	6206	1955	The Biological bulletin	Marine biology	445	ENG	536	2008
76556	32305	1902	A nature wooing at Ormond by the sea		343	ENG	286	2009
218100	125441	1878	Hydrographic sheet no. 1395, 1878	Marine invertebrates	0	ENG	1	2017
246870	146608	1921	Preliminary statistical studies of marine phytoplankton of the San Diego region, California.		75	ENG	34	2018
29155	6586	1955	Marine shells of the western coast of Flordia		716	ENG	328	2008
122363	60027	1885	Information concerning the inland fisheries of the province of Quebec the Queen vs. Robertson; extracts from the federal fishery laws and regulations made thereunder; the Quebec fishery laws and regulations.		2	ENG	42	2012
38178	9438	1851	Beobachtungen über Anatomie und Entwickelung einiger wirbellosen Seethiere	Marine animals	122	GER	194	2008
85676	38412	1892	Summary of the fishery investigations conducted in the North Pacific Ocean and Bering Sea from July 1, 1888 to July 1,1892 by the U. S. Fish Commission steamer Albatross		42	ENG	95	2009
99991	45888	1949	Commercial fisheries review.		71	ENG	82	2010
67737	25884	1910	The sea fish of Trinidad		28	ENG	164	2009
99992	45888	1949	Commercial fisheries review.		29	ENG	74	2010
92760	42352	1887	Laws relating to inland fisheries in Massachusetts. 1623-1886.  		9	ENG	414	2010
220216	127063	1879	Hydrographic sheet, no. 1434, 1879	Marine invertebrates	0	ENG	1	2017
41923	10289	1913	Report of the Dove Marine Laboratory		201	ENG	126	2009
107378	50708	1952	Atoll research bulletin.	Marine biology	248	ENG	186	2011
220859	127450	1834	Beschreibung mehrerer neuer oder wenig gekannter Arten des Geschlechtes Acanthurus, im stillen Ocean : beobachtet und nach dem Leben abgebildet		10	GER	20	2017
42735	9064	1891	Journal of the Marine Biological Association of the United Kingdom.	Faune marine	470	ENG	482	2009
29840	6796	1937	East coast marine shells; descriptions of shore mollusks together with many living below tide mark, from Maine to Texas inclusive, especially Florida. 		1819	ENG	328	2008
47895	13385	1887	Ocean birds		142	ENG	142	2009
125534	61785	1913	A descriptive catalogue of the marine reptiles of the Oxford clay. Based on the Leeds Collection in the British Museum (Natural History), London ...		117	ENG	292	2012
260663	155391	1860	Life in the sea; or, The nature and habits of marine animals.	Marine animals	381	ENG	328	2018
108875	51153	1911	Report of the Department of Fisheries of the Commonwealth of Pennsylvania. 		63	ENG	69	2011
93654	42818	1910	International regulations of the fisheries on the high seas.  		1	ENG	24	2010
86945	39223	1953	Wind-driven sea level change of a shallow sea over a continental shelf		2	ENG	82	2009
100877	11139	1855	Reports of explorations and surveys, to ascertain the most practicable and economical route for a railroad from the Mississippi River to the Pacific Ocean		511	ENG	672	2010
54221	16050	1915	Puget Sound Marine Station publications.  	Marine biology	641	ENG	510	2009
87215	39319	1852	Reports on the sea and river fisheries of New Brunswick		75	ENG	328	2009
48258	13586	1889	Report of the cruise of the revenue marine steamer Corwin in the Arctic Ocean in the year 1884.		99	ENG	224	2009
46675	15915	1912	Annual report of the Commissioners of Inland Fisheries made to the General Assembly		26	ENG	118	2009
103167	48596	1850	Narrative of an expedition to the shores of the Arctic sea in 1846 and 1847 		183	ENG	292	2010
116317	55625	1916	A manual of the vertebrate animals of the northern United States : including the district north and east of the Ozark mountains, south of the Laurentian hills, north of the southern boundary of Virginia, and east of the Missouri river, inclusive of marine species		1965	ENG	412	2012
177111	98453	1887	Fish Hawk 1196-1235	Marine invertebrates	0		95	2015
260552	155281	1952	A three-year fishery investigation, Fort Peck Reservoir, Montana, 1948-1950 : report		17	ENG	120	2018
209501	1597	1869	Reise der österreichischen Fregatte Novara um die Erde in den Jahren 1857, 1858, 1859 unter den Befehlen des Commodore B. von Wüllerstorf-Urbair.	Marine meteorology	3986	GER	932	2016
216795	124520	1867	Hydrographic sheet no. 949, 1867	Marine invertebrates	0	ENG	1	2017
36883	8923	1877	Fur-bearing animals: a monograph of North American Mustelidae, in which an account of the wolverene, the martens or sables, the ermine, the mink and various other kinds of weasels, several species of skunks, the badger, the land and sea otters, and numerous exotic allies of these animals, is contributed to the history of North American mammals.		309	ENG	416	2008
230109	134145	1944	Survival on land and sea		11	ENG	196	2017
101788	46676	1915	Special bulletin	Marine fishes	409	ENG	200	2010
110976	6206	1960	The Biological bulletin	Marine biology	414	ENG	522	2011
71420	28599	1884	The fisheries exhibition literature ...  		277	ENG	728	2009
56152	16988	1917	Explorations of the United States Coast and Geodetic Survey steamer "Bache" in the western Atlantic, January-March, 1914, under the direction of the United States, Bureau of Fisheries : oceanography		5	ENG	68	2009
255332	151985	1870	Sea-side walks of a naturalist with his children	Marine biology	121	ENG	200	2018
116200	55516	1899	A manual of the vertebrate animals of the northern United States: including the district north and east of the Ozark Mountains, south of the Laurentian Hills, north of the southern boundary of Virginia, and east of the Missouri River inclusive of marine species.		1838	ENG	414	2012
43258	11139	1857	Reports of explorations and surveys, to ascertain the most practicable and economical route for a railroad from the Mississippi River to the Pacific Ocean		512	ENG	574	2009
