itemID	titleID	item_year	title	subject	taxa_identified	language	pages	BHL_upload
23105	2171	1904	Wissenschaftliche Ergebnisse der Deutschen Tiefsee-Expedition auf dem Dampfer "Valdivia" 1898-1899	Marine animals	416	GER	278	2008
216737	124491	1875	Hydrographic sheet no. 1333, 1875	Marine invertebrates	0	ENG	1	2017
41517	10543	1890	Manual of conchology, structural and systematic : with illustrations of the species	Marine invertebrates	1216	ENG	464	2009
40763	10197	1959	Proceedings : Salt Marsh Conference held at the Marine Institute of the University of Georgia, Sapelo Island, Georgia ; March 25-28, 1958		96	ENG	148	2009
145966	75324	1930	Marine algae from the Canary Islands [...] III. Rhodophyceae, part. III Ceramiales		0		0	2014
130437	64270	1857	Synopsis of British seaweeds	Marine algae	949	ENG	232	2013
177150	98468	1914	Oregon coast #5, May 8-, hydro 5563-5611	Marine biology	1		103	2015
71421	28599	1884	The fisheries exhibition literature ...  		216	ENG	414	2009
295797	180626	1953	Vema cruise 2, plankton tows, July 1953-September 1953	Marine biologists	2	ENG	46	2021
115880	55229	1921	A report upon the alewife fisheries of Massachusetts. Division of fisheries and game. Department of conservation.		12	ENG	156	2012
176558	98098	1890	No. 18, June 24th 1890, July 21st 1890, dr 3263 to 3302, hyd 2386 to 2445	Marine invertebrates	3		206	2014
123848	60863	1822	The Duplicate letters, the fisheries and the Mississippi documents relating to transactions at the negotiation of Ghent		5	ENG	272	2012
30009	15915	1912	Annual report of the Commissioners of Inland Fisheries made to the General Assembly		26	ENG	118	2008
71531	28599	1884	The fisheries exhibition literature ...  		205	ENG	186	2009
139305	11139	1853	Reports of explorations and surveys, to ascertain the most practicable and economical route for a railroad from the Mississippi River to the Pacific Ocean		494	ENG	668	2013
176571	98107	1897	8th April 1897, 3rd August 1897, hyd 3721-3742, dr 3664-3676	Marine invertebrates	1		104	2014
110701	51842	1958	Current bibliography for fisheries science.		2469	ENG	614	2011
239300	141025	1958	Robert P. Higgins Papers : field data, Union of Soviet Socialist Republics (USSR), Indian Ocean, Mediterranean Sea, United States, Australia, Spain, Namibia, Hong Kong, Brazil, Chile, Papua New Guinea, Japan, Polynesia, South Atlantic Ocean, 1958-1960, 1963, 1980-1986, 1988-1993.	Marine biology	1	ENG	139	2017
82363	33985	1872	Transactions - American Fisheries Society.  		5	ENG	78	2009
82343	33985	1872	Transactions - American Fisheries Society.  		28	ENG	574	2009
53875	15323	1906	Report of the Commissioner of Fisheries to the Secretary of Commerce and Labor for the fiscal year ended ...		181	ENG	544	2009
46682	15915	1900	Annual report of the Commissioners of Inland Fisheries made to the General Assembly		182	ENG	98	2009
91248	41396	1874	Enumeration des algues marines de Bastia (Corse)	Marine algae	955	FRE	280	2010
63222	10543	1879	Manual of conchology, structural and systematic : with illustrations of the species	Marine invertebrates	1765	ENG	556	2009
43972	69298	1914	Echinoderma of the Indian Museum ... . Collected by the Royal Indian Marine Survey ship Investigator. ...		154	ENG	320	2009
30430	6515	1904	The principal navigations, voyages, traffiques & discoveries of the English nation made by sea or over-land to the remote and farthest distant quarters of the earth at any time within the compasse of these 1600 yeeres		160	ENG	578	2008
67744	25891	1903	A preliminary catalogue of the shell-bearing marine mollusks and brachiopods of the southeastern coast of the United States, with illustrations of many of the species.		1132	ENG	432	2009
117630	56801	1882	Sea mosses. A collector's guide and an introduction to the study of marine Algae.		272	ENG	362	2012
240954	142234	1930	Waldo L. Schmitt Papers : field notes, Tortugas, July 9-August 18, 1930 [transcript].	Marine biology	80	ENG	39	2017
260178	155077	1890	The common objects of the sea-shore; including hints for an aquarium.	Marine plants	167	ENG	224	2018
99682	45888	1955	Commercial fisheries review.		44	ENG	96	2010
255807	152215	1888	The animal life of our sea-shore : with special reference to the New Jersey coast and the southern shore of Long Island	Marine animals	298	ENG	174	2018
15616	989	1884	The fisheries and fishery industries of the United States.		1581	ENG	938	2008
86923	39201	1953	A study of the time-dependent wind-driven ocean circulation		1	ENG	228	2009
100597	46533	1944	Fishery statistics of the United States		334	ENG	292	2010
82350	33985	1872	Transactions - American Fisheries Society.  		104	ENG	956	2009
77475	33056	1884	The fisheries and fishery industries of the United States.		251	ENG	808	2009
42734	9064	1893	Journal of the Marine Biological Association of the United Kingdom.	Faune marine	757	ENG	530	2009
41718	10691	1892	Catalogue of the Marine shells of Australia and Tasmania.  		306	ENG	88	2009
108874	51153	1924	Report of the Department of Fisheries of the Commonwealth of Pennsylvania. 		2	ENG	25	2011
124587	61253	1867	On the marine mollusca of Eastern Canada 		105	ENG	14	2012
216832	124539	1868	Hydrographic sheet no. 982, 1868	Marine invertebrates	0	ENG	1	2017
99285	45888	1949	Commercial fisheries review.		24	ENG	64	2010
99540	45888	1952	Commercial fisheries review.		55	ENG	62	2010
176993	98393	1903	Original logbooks of the "Fish Hawk" United States Fish Commission station numbers, yr 1903, 7396 to 7445	Marine biology	1		101	2015
227754	132320	1730	Histoire de l'Isle espagnole ou de S. Domingue : ecrite particulierement sur des memoires manuscrits du P. Jean-Baptiste le Pers, jesuite, missionnaire à Saint Domingue, & sur les pieces originales, qui se conservent au Dépôt de la marine		98	FRE	624	2017
100866	11139	1856	Reports of explorations and surveys, to ascertain the most practicable and economical route for a railroad from the Mississippi River to the Pacific Ocean		207	ENG	639	2010
108897	51153	1928	Report of the Department of Fisheries of the Commonwealth of Pennsylvania. 		61	ENG	80	2011
130431	64265	1902	The marine algae of Santa Barbara County, California	Marine algae	204	ENG	32	2013
23324	4331	1913	An illustrated flora of the northern United States, Canada and the British possessions, from Newfoundland to the parallel of the southern boundary of Virginia, and from the Atlantic Ocean westward to the 102d meridian		4325	ENG	652	2008
132260	2168	1887	Den Norske Nordhavs-expedition, 1876-1878	Marine animals	87	NOR	252	2013
116255	55568	1871	Seaside studies in natural history 	Marine animals	169	ENG	178	2012
219312	126372	1873	Zoologische Studien auf Capri	Marine animals	46	GER	130	2017
46679	15915	1901	Annual report of the Commissioners of Inland Fisheries made to the General Assembly		8	ENG	176	2009
123839	50708	1957	Atoll research bulletin.	Marine biology	1048	ENG	472	2012
176708	98220	1900	[Logbook of the Albatross]. AA#209-AA#249, 8th Jan'y-21st Feb'y 1900, hyd 3971-hyd 4011	Marine biology	1		103	2015
80588	35367	1910	A process for preserving the pearl-oyster fisheries and for increasing the value of the yield of pearls.  		2	ENG	24	2009
57679	18215	1883	The silvery hosts of the North Sea : with a sketch of "quaint old Yarmouth"		5	ENG	120	2009
27262	4963	1893	Biological lectures delivered at the Marine Biological Laboratory of Wood's Holl [sic].		110	ENG	260	2008
123837	50708	1956	Atoll research bulletin.	Marine biology	886	ENG	452	2012
108987	51286	1872	Notes on a deep-sea dredging-expediton round the island of Anticosti, in the Gulf of St. Lawrence 	Marine biology	89	ENG	23	2011
51154	44913	1896	Wissenschaftliche Meeresuntersuchungen.	Marine animals	673	GER	656	2009
129869	63922	1915	Reports on fisheries investigations in Hudson and James bays and tributary waters in 1914 		26	ENG	147	2013
17128	6206	1914	The Biological bulletin	Marine biology	283	ENG	448	2008
176723	98235	1891	From dredge no 3419 April 11 1891 to 3451 Aug 28 1891, from hydro no 2632 April 12 1891 to Hydro No 2646 Aug 29 1891	Marine invertebrates	3		106	2015
239940	141516	1957	Robert P. Higgins Papers : field data, USSR, Antarctic, 1957, 1963-1964, 1972, 1986.	Marine invertebrates	0	ENG	102	2017
87205	39307	1764	The ancient right of the English nation to the American fishery and its various diminutions, examined and stated with a map of the lands, islands, gulph, seas, and fishing banks comprising the whole, humbly inscribed to the sincere friends of the British Naval Empire. 		13	ENG	120	2009
22491	3987	1855	A manual of marine zoology for the British Isles.	Marine animals	717	ENG	228	2008
117641	56811	1873	The harvest of the sea, including sketches of fisheries & fisher folk		31	ENG	368	2012
65405	24165	1838	Address to agriculturists on the national advantages of provincial establishments for making cheap salt from sea water, etc., etc.  		1	ENG	20	2009
38988	9502	1947	Fishery leaflet		0	ENG	12	2008
16957	6206	1924	The Biological bulletin	Marine biology	180	ENG	450	2008
82328	33985	1872	Transactions - American Fisheries Society.  		102	ENG	442	2009
247531	39624	1892	Travaux du Laboratoire de Zoologie maritime de Wimereux-Ambleteuse.	Marine biology	416	FRE	426	2018
53535	15832	1918	Papers from the Tortugas Laboratory of the Carnegie Institution of Washington.	Marine biology	394	ENG	344	2009
53847	15915	1878	Annual report of the Commissioners of Inland Fisheries made to the General Assembly		0	ENG	24	2009
63221	10543	1879	Manual of conchology, structural and systematic : with illustrations of the species	Marine invertebrates	964	ENG	532	2009
126619	62249	1909	Speech of Mr. Geo. H. Bradbury on Manitoba fisheries Ottawa, Thursday, May 18, 1909.		2	ENG	20	2012
177193	98505	1912	Hy 5036-5056, d 5732-5752	Marine biology	4		102	2015
126622	62252	1920	The alkali reserve of marine fish and invertebrates the excretion of carbon dioxide	Marine invertebrates	18	ENG	25	2012
41713	10686	1831	American marine conchology; or Descriptions and coloured figures of the shells of the Atlantic coast of North America.		142	ENG	120	2009
89875	40372	1886	Catalogue of Canadian Pinnipedia, Cetacea, fishes and marine invertebrata exhibited by the Department of Fisheries of the Dominion government	Marine fishes	165	ENG	50	2010
194613	69298	1910	Echinoderma of the Indian Museum ... . Collected by the Royal Indian Marine Survey ship Investigator. ...		165	ENG	252	2016
59169	19395	1824	Observations regarding the salmon fishery of Scotland : especially with reference to the stake-net mode of fishing ; the regulation of the close-time ; and the necessity of a legislative revisal of the antiquated Scots statutes at present applicable to these subject.		3	ENG	82	2009
216796	124521	1869	Hydrographic sheet no. 1133, 1869	Marine invertebrates	0	ENG	1	2017
15862	6206	1915	The Biological bulletin	Marine biology	233	ENG	452	2008
175528	97237	1902	A naturalist in Indian seas; or, Four years with the Royal Indian marine survey ship "Investigator"	Marine animals	491	ENG	486	2014
42911	11208	1844	British marine conchology; being a descriptive catalogue, arranged according to the Lamarckian system, of the salt water shells of Great Britain		613	ENG	340	2009
41496	10543	1889	Manual of conchology, structural and systematic : with illustrations of the species	Marine invertebrates	1707	ENG	660	2009
86717	39117	1947	Ships of the U.S. Merchant Marine	Merchant marine	15	ENG	96	2009
213167	122035	1886	Horses' teeth : a treatise on their mode of development, anatomy, microscopy, pathology, and dentistry, compared with the teeth of many other land and marine animals, both living and extinct : with a vocabulary and copious extracts from the works of odontologists and veterinarians		102	ENG	332	2016
44042	6513	1887	Report on the scientific results of the voyage of H.M.S. Challenger during the years 1873-76 under the command of Captain George S. Nares ... and the late Captain Frank Tourle Thomson, R.N.	Marine animals	233	ENG	410	2009
54355	15915	1872	Annual report of the Commissioners of Inland Fisheries made to the General Assembly		0	ENG	20	2009
18286	2035	1906	Report to the government of Ceylon on the pearl oyster fisheries of the gulf of Manaar	Marine biology	2003		544	2008
209964	120024	1868	The ocean world : being a descriptive history of the sea and its living inhabitants	Marine animals	690	ENG	690	2016
69809	27316	1900	Hidden beauties of nature.  	Marine animals	76	ENG	232	2009
80866	35603	1910	Fur seals and the seal fisheries		2	ENG	12	2009
214343	121444	1925	Whitney South Sea Expedition of the American Museum of Natural History.		20	ENG	258	2016
177176	98489	1916	H 7715, h 7769 incl	Marine biology	1		101	2015
177052	98432	1893	1849 to 1898, July 10-93 to Aug 23 1894	Marine invertebrates	1		101	2015
102379	47780	1923	Report of the International Ice Patrol service in the North Atlantic Ocean		57	ENG	732	2010
43170	4805	1860	Phycologia australica; or, A history of Australian sea weeds  ... and a synopsis of all known Australian Algae ...		266	ENG	256	2009
194571	6513	1886	Report on the scientific results of the voyage of H.M.S. Challenger during the years 1873-76 under the command of Captain George S. Nares ... and the late Captain Frank Tourle Thomson, R.N.	Marine animals	1812	ENG	634	2016
124503	61182	1805	Annals of commerce, manufactures, fisheries and navigation with brief notices of the arts and sciences connected with them, containing the commercial transactions of the British Empire and other countries from the earliest accounts to the meeting of the Union Parliament in January 1801 ... with a large appendix ... with a general chronological index ...		303	ENG	772	2012
46907	13017	1835	Beskrivelser og iagttagelser over nogle mærkelige eller nye i havet ved den bergenske kyst levende dyr af polypernes, acalephernes, radiaternes, annelidernes, og molluskernes classer, med en kort oversigt over de hidtil af forfatteren sammesteds fundne arter og deres forekommen	Marine animals	308	NOR	136	2009
268576	160111	1912	The fisheries of the province of Quebec.		20		210	2019
177315	98578	1920	Albatross, 20050 to 20098, 1920	Marine biology	2		103	2015
216809	124525	1869	Hydrographic sheet no. 1086, 1869	Marine invertebrates	0	ENG	1	2017
87433	39402	1899	An inquiry into the feasibility of introducing useful marine animals into the waters of Great Salt Lake	Marine animals	3	ENG	36	2009
97585	44913	1882	Wissenschaftliche Meeresuntersuchungen.	Marine animals	779	GER	486	2010
234893	138350	1868	The seaside naturalist. Out-door studies in marine zoology and botany, and maritime geology.	Marine biology	191	ENG	314	2017
136967	68745	1854	Phyceæ novæ et minus cognitæ in maribus extraeuropæis collectæ	Marine algae	156	LAT	58	2013
121898	59756	1867	A handy-book to the collection and preparation of freshwater and marine Algae, diatoms, desmids, Fungi, lichens, mosses and other of the lower Crytogamia, with instructions for the formation of an herbarium		253	ENG	236	2012
101948	47303	1958	A study of the sea behavior of a mariner-class ship equipped with antipitching bow fins		5	ENG	46	2010
81079	15832	1914	Papers from the Tortugas Laboratory of the Carnegie Institution of Washington.	Marine biology	409	ENG	278	2009
42780	11143	1871	Seaside studies in natural history.	Marine animals	170	ENG	202	2009
64378	4963	1895	Biological lectures delivered at the Marine Biological Laboratory of Wood's Holl [sic].		67	ENG	202	2009
256551	152632	1817	Report of a committee of the Linnæan society of New England, relative to a large marine animal, supposed to be a serpent, seen near Cape Ann, Massachusetts, in August 1817.		8	ENG	59	2018
27598	6082	1942	Scientific results of cruise VII of the Carnegie during 1928-1929 under command of Captain J. P. Ault : Biology. 	Marine biology	449	ENG	178	2008
16569	1597	1868	Reise der österreichischen Fregatte Novara um die Erde in den Jahren 1857, 1858, 1859 unter den Befehlen des Commodore B. von Wüllerstorf-Urbair.	Marine meteorology	3507	GER	652	2008
110691	51840	1960	Current bibliography for aquatic sciences and fisheries.	Marine biology	4347	ENG	1126	2011
88324	39727	1891	What the N.P. and the government have done for the marine interests of Canada.  		1	ENG	4	2009
18531	2143	1866	Le monde de la mer ...  	Marine plants	255	FRE	790	2008
45852	12475	1910	A brief review of the fisheries of New South Wales, present and potential ...		62	ENG	74	2009
122092	59840	1869	The fishery treaty! Hon. P. Mitchell's criticism of the giveaway, he sustains his position by copious extracts from official documents.		0	ENG	13	2012
115247	11139	1853	Reports of explorations and surveys, to ascertain the most practicable and economical route for a railroad from the Mississippi River to the Pacific Ocean		2752	ENG	1074	2012
28984	6515	1903	The principal navigations, voyages, traffiques & discoveries of the English nation made by sea or over-land to the remote and farthest distant quarters of the earth at any time within the compasse of these 1600 yeeres		68	ENG	546	2008
55335	16345	1941	The Collecting net.	Marine biology	174	ENG	208	2009
24014	4805	1858	Phycologia australica; or, A history of Australian sea weeds  ... and a synopsis of all known Australian Algae ...		261	ENG	264	2008
40494	10140	1844	A Cornish fauna : being a compendium of the natural history of the county intended to form a companion to the collection in the Royal Institution of Cornwall / by J. Couch [and Richard Q. Couch].	Marine animals	388	ENG	246	2009
100084	45888	1953	Commercial fisheries review.		27	ENG	68	2010
63214	22587	1912	North Atlantic coast fisheries. Proceedings in the North Atlantic coast fisheries arbitration before the Permanent Court of Arbitration at the Hague.  Under the provisions of the general treaty of arbitration of April 4, 1908, and the special agreement of January 27, 1909, between the United States of America and Great Britain. (In twelve volumes) ...		13	ENG	494	2009
196368	112421	1880	Report of the Commissioners of Fisheries of Maryland. January, 1880		49	ENG	420	2016
242501	143274	1839	National Museum of Natural History (U.S.) Pacific Ocean Biological Survey Program, 1961-1973 : Sydney.		14	ENG	19	2017
89462	40128	1918	Landology... ...a text book of the land situation... 	Marinette County (Wis.)	0	ENG	92	2010
99685	45888	1951	Commercial fisheries review.		21	ENG	68	2010
242537	143300	1924	Waldo L. Schmitt Papers : color notes, Tortugas, June 7-August 21, 1924.	Marine biology	0	ENG	116	2017
227925	132467	1889	Marine aquaria: their construction, arrangement, and management, with full information as to the best animals and seaweeds to be kept, how and where to obtain them, and how to keep them in health.		193	ENG	168	2017
79915	34846	1949	A survey report on human factors in undersea warfare	Submarine warfare	23	ENG	538	2009
247325	37727	1867	British sea-weeds : an introduction to the study of the marine algae of Great Britain, Ireland and the Channel Islands		636	ENG	432	2018
99508	45888	1954	Commercial fisheries review.		38	ENG	106	2010
99636	45888	1952	Commercial fisheries review.		22	ENG	70	2010
48090	13500	1908	Über das Vorkommen von Nitrobakterien im Meere : Inaugural-Dissertation zur Erlangung der Doktorwürde der hohen philosophischen Fakultät der Königl. Christian-Albrechts-Universität  zu Kiel	Marine microbiology	15	GER	38	2009
41469	10543	1887	Manual of conchology, structural and systematic : with illustrations of the species	Marine invertebrates	2479	ENG	644	2009
15879	6206	1912	The Biological bulletin	Marine biology	409	ENG	436	2008
55219	16345	1927	The Collecting net.	Marine biology	65	ENG	98	2009
194864	6513	1886	Report on the scientific results of the voyage of H.M.S. Challenger during the years 1873-76 under the command of Captain George S. Nares ... and the late Captain Frank Tourle Thomson, R.N.	Marine animals	95	ENG	184	2016
16588	1603	1913	A biological survey of the waters of Woods Hole and vicinity	Marine animals	3467	ENG	328	2008
210252	120202	1762	Natuurkundige uitspanningen, behelzende eenige waarneemingen over sommige zee-planten en zee-insecten, benevens derzelver zaadhuisjes en eijernesten	Marine plants	115	DUT	222	2016
62574	22088	1865	Synonymy of the species of Strepomatidae (melanians) of the United States; with critical observations on their affinities, and descriptions of land, fresh water and marine Mollusca.		738	ENG	118	2009
148449	77476	1892	Report of the Commissioner of Fish and Fisheries : respecting the establishment of fish-cultural stations in the Rocky Mountain region and Gulf States.		247	ENG	246	2014
27291	5997	1939	Basic methods for experiments on eggs of marine animals	Marine animals	76	ENG	108	2008
177199	98510	1915	H 6361-6410	Marine biology	0		103	2015
221171	127612	1885	Hydrographic sheet, no. 1678, 1885	Marine invertebrates	0	ENG	2	2017
221344	127691	1885	Hydrographic sheet, no. 1642, 1885	Marine invertebrates	0	ENG	1	2017
28982	6515	1904	The principal navigations, voyages, traffiques & discoveries of the English nation made by sea or over-land to the remote and farthest distant quarters of the earth at any time within the compasse of these 1600 yeeres		71	ENG	522	2008
130415	64249	1909	South African marine algae	Marine algae	97	ENG	6	2013
236112	3987	1855	A manual of marine zoology for the British Isles.	Marine animals	659	ENG	228	2017
256719	152756	1855	Glaucus, or, The wonders of the shore	Marine animals	115	ENG	188	2018
176788	98282	1905	#5 eastern Pacific, dr 4740 to dr 4743, Feb'y 7 to Feb'y 24th 1905	Marine biology	3		108	2015
18503	2128	1847	Beiträge zur kenntnis wirbelloser theire : mit besondere berücksichtigung der fauna des Norddeutschen meeres	Marine animals	457	GER	192	2008
176914	98312	1886	Annual report of the Fishery Board for Scotland.		130	ENG	590	2015
51171	14647	1909	Fishery Board for Scotland. Scientific investigations.		187	ENG	110	2009
222583	128450	1888	Hydrographic Sheet No. 1875, 1888-1889	Marine invertebrates	0	ENG	1	2017
109314	51444	1855	Descriptions of some of the new marine invertebrata from the Chinese and Japanese Seas	Marine invertebrates	65	ENG	22	2011
51081	14699	1900	Wissenschaftliche Meersuntersuchungen.	Marine biology	310	GER	276	2009
85203	38011	1753	Georg Wilhelm Stellers Ausführliche Beschreibung von sonderbaren Meerthieren mit Erläuterungen und nöthigen Kupfern versehen. 	Marine fishes	16	GER	281	2009
38991	9502	1948	Fishery leaflet		71	ENG	70	2008
252523	149972	1914	Sea mussels: what they are and how to cook them. With eighteen recipes		0	ENG	8	2018
85769	38483	1878	Narrative of a voyage to the Polar Sea during 1875-6 in H.M. ships ' Alert' and 'Discovery'		267	ENG	423	2009
54999	16271	1883	The fisheries of the Adriatic and the fish thereof. A report of the Austro-Hungarian Sea-Fisheries		1621	ENG	422	2009
38205	9463	1837	Journal de la navigation autour du globe, de la frégate La Thétis et de la corvette L'Espérance, pendant les années 1824, 1825 et 1826 : publié par ordre du roi sous les auspices du Département de la marine		8	FRE	60	2008
99707	45888	1954	Commercial fisheries review.		15	ENG	48	2010
17207	6206	1942	The Biological bulletin	Marine biology	439	ENG	502	2008
66410	24954	1880	The Isles of summer; or, Nassau and the Bahamas ...	Marine animals	62	ENG	432	2009
76384	10543	1879	Manual of conchology, structural and systematic : with illustrations of the species	Marine invertebrates	1579	ENG	498	2009
99779	940	1913	An illustrated flora of the northern United States, Canada and the British possessions : from Newfoundland to the parallel of the southern boundary of Virginia, and from the Atlantic Ocean westward to the 102d meridian		3492	ENG	720	2010
64631	23582	1899	The Danish Ingolf-Expedition.  	Marine biology	502	ENG	296	2009
220565	127332	1881	Hydrographic sheet, no. 1484, 1881	Marine invertebrates	0	ENG	1	2017
64380	4963	1893	Biological lectures delivered at the Marine Biological Laboratory of Wood's Holl [sic].		138	ENG	260	2009
241095	142335	1937	Waldo L. Schmitt Papers : field notes, Bahamas, 1937.	Marine biology	0	ENG	42	2017
85928	38617	1887	The fisheries dispute a suggestion for its adjustment by abrogating the convention of 1818 and resting on the rights and liberties defined in the treaty of 1783 : a letter to the Honourable William M. Evarts of the United States Senate		3	ENG	56	2009
64308	23334	1850	An inquiry into the legislation, control, and improvement of the salmon and sea fisheries of Ireland		17	ENG	216	2009
27925	6204	1903	Contributions to biology from the Hopkins Seaside Laboratory of the Leland Stanford Jr. University	Marine biology	2022	ENG	882	2008
40122	8245	1904	L.M.B.C. memoirs on typical British marine plants and animals	Marine biology	53	ENG	72	2008
77276	32893	1907	L'engagement des marine pour la grande pêche.  		2	FRE	136	2009
47498	13261	1875	Les fonds de la mer. Étude sur les particularités nouvelles des régions sous-marines. 	Marine biology	794	FRE	488	2009
45789	12447	1853	Die schwimmpolypen oder siphonophoren von Messina	Marine animals	63	GER	138	2009
55151	16333	1903	The Tanganyika problem; an account of the researches undertaken concerning the existence of marine animals in Central Africa	Marine animals	434	ENG	482	2009
41492	10543	1891	Manual of conchology, structural and systematic : with illustrations of the species	Marine invertebrates	650	ENG	362	2009
85359	38121	1908	Die Beteiligung deutschlands an der internationalen Meeresforschung: Jahresbericht. 	Marine biology	122	GER	424	2009
42032	10808	1899	Étude monographique des pleurotomaires actuels	Marine animals	41	FRE	82	2009
85471	38214	1886	The Canadian-American fisheries		0	ENG	13	2009
221244	127646	1884	Hydrographic sheet, no. 1638, 1884-1885	Marine invertebrates	0	ENG	1	2017
190404	108380	1916	Comparative spinning tests of the different grades of Arizona-Egyptian with Sea Island and Sakellaridis Egyptian cottons		2	ENG	24	2015
220665	124564	1920	Whitney South Sea Expedition of the American Museum of Natural History.		132	ENG	860	2017
113545	6513	1886	Report on the scientific results of the voyage of H.M.S. Challenger during the years 1873-76 under the command of Captain George S. Nares ... and the late Captain Frank Tourle Thomson, R.N.	Marine animals	269	ENG	298	2011
42719	9064	1910	Journal of the Marine Biological Association of the United Kingdom.	Faune marine	1649	ENG	646	2009
177020	98312	1902	Annual report of the Fishery Board for Scotland.		264	ENG	398	2015
85497	38240	1889	Constitution and by-laws of the Game and Inland Fishery Protection Society of Nova Scotia to which is added the acts relating to the preservation of game. 		2	ENG	25	2009
24017	3978	1880	A history of the British marine Polyzoa		224	ENG	344	2008
99370	45888	1957	Commercial fisheries review.		35	ENG	62	2010
42043	10815	1890	Notes on the pearl and chank fisheries and marine fauna of the Gulf of Manaar	Marine animals	545	ENG	146	2009
176807	98296	1906	Japanese expedition 1906, dr 4780-4813, book no 2	Marine biology	4		106	2015
75636	31622	1860	The angler's register : a list of the available fisheries in England, Scotland, Ireland, Wales, Brittany and Belgium, and how to get to them, &c., &c., &c. : with an Angler's almanack and monthly bill of fare		10	ENG	68	2009
242365	143190	1937	West Greenland Expedition (Accession 144924), 1937	Marine biology	0	ENG	33	2017
54278	16061	1834	The conchologist's companion	Marine animals	126	ENG	232	2009
41487	10543	1897	Manual of conchology, structural and systematic : with illustrations of the species	Marine invertebrates	2371	ENG	488	2009
108910	51153	1906	Report of the Department of Fisheries of the Commonwealth of Pennsylvania. 		13	ENG	140	2011
59168	19394	1842	Observations on the salmon fisheries of Ulster : urging their claims to legislative protection. 		5	ENG	80	2009
100917	46533	1953	Fishery statistics of the United States		248	ENG	344	2010
131580	65012	1787	Descripcion de diferentes piezas de historia natural las mas del ramo maritimo, : representadas en setenta y cinco laminas.	Marine animals	40	SPA	374	2013
77912	10543	1879	Manual of conchology, structural and systematic : with illustrations of the species	Marine invertebrates	2405	ENG	630	2009
104794	49650	1916	The Bureau of Fisheries and its biological station at Beaufort, N.C. 		1	ENG	16	2011
176726	98238	1891	No 8, cable survey, # 337 Dec 4th 1891, #386 Dec 14th 1891	Marine biology	2		103	2015
130427	64261	1879	Distinzione delle Diatomee marine in flora litorale e flora pelagica		23	ITA	20	2013
43171	11139	1857	Reports of explorations and surveys, to ascertain the most practicable and economical route for a railroad from the Mississippi River to the Pacific Ocean		1307	ENG	632	2009
38996	9502	1945	Fishery leaflet		64	ENG	152	2008
267880	159810	1905	Wild wings : adventures of a camera-hunter among the larger wild birds of North America on sea and land.		12	ENG	384	2019
122275	59971	1847	A visit to Nahant, being a sequel to the Wonders of the deep. 	Marine animals	18	ENG	218	2012
18699	2167	1892	Ergebnisse der in dem Atlantischen Ocean von Mitte Juli bis Anfang November 1889 ausgeführten Plankton-Expedition der Humboldt-Stiftung. Auf Frund von gemeinschaftlichen Untersuchungen einer Reihe von Fach-Forschern.		130	GER	62	2008
115947	55286	1867	British sea-weeds: an introduction to the study of the marine Algae of Great Britain, and the Channel Islands.		558	ENG	440	2012
271575	162353	1829	Polynesian researches, during a residence of nearly six years in the South Sea Islands : including descriptions of the natural history and scenery of the Islands, with remarks on the history, mythology, traditions, government, arts, manners, and customs of the inhabitants		29	ENG	604	2019
82415	33985	1872	Transactions - American Fisheries Society.  		11	ENG	74	2009
18661	2167	1892	Ergebnisse der in dem Atlantischen Ocean von Mitte Juli bis Anfang November 1889 ausgeführten Plankton-Expedition der Humboldt-Stiftung. Auf Frund von gemeinschaftlichen Untersuchungen einer Reihe von Fach-Forschern.		271	GER	136	2008
257014	152925	1558	Francisci Bovssveti Svrregiani doctoris medici, De natvra aqvatilivm carmen : in vniuersam Gvlielmi Rondeletii doctoris medici, & medicinae in schola Monspeliensi professoris regij celeberrimi historiae, quam de aquatilibus scripsit: Cum veris & natiuis eorum iconibus: Opusculum nunquàm hactenus typis excussum.	Marine animals	181	LAT	406	2018
102788	47780	1952	Report of the International Ice Patrol service in the North Atlantic Ocean		47	ENG	772	2010
106006	50256	1906	Investigations relative to the shad fisheries of North Carolina		3	ENG	90	2011
93094	42528	1853	A naturalist's rambles on the Devonshire coast	Marine animals	291	ENG	530	2010
148615	77513	1888	Review of the Fisheries Treaty (Washington, 1888)		4	ENG	18	2014
50973	14699	1915	Wissenschaftliche Meersuntersuchungen.	Marine biology	368	GER	312	2009
85967	38646	1894	Report of the commissioner of fish and fisheries on investigations in the Columbia River basin in regard to the salmon fisheries  		69	ENG	102	2009
18693	2169	1912	Résultats des campagnes scientifiques accomplies sur son yacht par Albert Ier, prince souverain de Monaco ...	Marine animals	1989	FRE	692	2008
241415	142584	1948	Aron L. Mehring, collection catalogue.	Marine biology	170	ENG	138	2017
241769	142813	1944	National Museum of Natural History (U.S.) Pacific Ocean Biological Survey Program, 1961-1973 : Howland, mollusks.		7	ENG	2	2017
255919	152304	1880	Half hours at the sea-side; or, Recreations with marine objects.	Marine animals	384	ENG	320	2018
85307	38088	1945	Density of sea water at Coast and Geodetic Survey tide stations,Atlantic and Gulf Coasts.  		1	ENG	28	2009
30182	11627	1908	Marine investigations in South Africa	Marine biology	252	ENG	252	2008
242273	143125	1938	Expedition to Newfoundland, Labrador, West Greenland, and Arctic Canada (Accession 148624), 1938.	Marine biology	1	ENG	83	2017
222083	128027	1888	Hydrographic Sheet No. 1843, 1888	Marine invertebrates	0	ENG	1	2017
